well_id,api_formatted,compl_date
731064,30-015-38274,9/1/2014
731131,30-015-40148,8/24/2012
731183,30-015-40781,9/26/2013
731260,30-015-42057,5/19/2014
731379,30-025-40616,1/29/2013
731452,30-025-41747,5/10/2014
731482,30-025-42292,2/25/2015
741616,42-109-32628,2/17/2014
741623,42-109-32735,2/19/2015
746708,42-301-32210,12/12/2014
746759,42-301-32637,2/24/2016
746782,42-301-32795,5/30/2016
749627,42-389-33300,10/4/2012
749744,42-389-34258,12/17/2014
749745,42-389-34267,12/7/2014
749786,42-389-34581,11/20/2015
749827,42-389-34952,6/11/2016
751547,42-475-36463,1/15/2014
751560,42-475-36550,12/19/2013
1066206,30-015-36001,12/10/2008
1066238,30-015-36033,3/26/2008
1067188,30-015-37029,6/5/2011
1067189,30-015-37030,9/2/2010
1067440,30-015-37299,12/31/2011
1067757,30-015-37644,9/3/2010
1067824,30-015-37719,7/12/2010
1068340,30-015-38262,7/1/2011
1068390,30-015-38315,6/1/2011
1068394,30-015-38319,4/19/2011
1068992,30-015-39350,10/25/2011
1069975,30-015-41930,7/19/2014
1070248,30-015-42458,12/11/2014
1070282,30-015-42518,12/23/2014
1070576,30-015-42935,7/18/2017
1070646,30-015-43024,11/2/2015
1070871,30-015-43270,4/28/2016
1070891,30-015-43290,1/26/2017
1070995,30-015-43397,12/23/2015
1101839,30-025-37839,8/1/2006
1103610,30-025-39660,2/8/2011
1104023,30-025-40105,10/25/2011
1104748,30-025-41617,12/19/2014
1104989,30-025-42034,10/9/2015
1105058,30-025-42128,6/13/2015
1105207,30-025-42315,11/29/2016
1105235,30-025-42356,3/8/2017
1105237,30-025-42358,11/18/2016
1105420,30-025-42584,9/21/2017
1105524,30-025-42693,10/4/2015
1105595,30-025-42767,5/13/2016
1105664,30-025-42837,1/9/2018
1105692,30-025-42865,11/25/2017
2411933,30-025-43005,12/5/2016
2835746,42-301-31559,1/27/2011
2920021,42-389-32372,12/3/2005
2979913,42-475-35632,2/21/2011
3009811,42-475-35592,9/17/2010
3080275,42-495-33297,1/1/2009
3082212,42-475-35647,4/27/2011
3099498,42-495-33270,1/22/2009
3216328,42-475-35284,2/15/2008
3216335,42-475-35331,7/17/2008
3216340,42-475-35413,1/20/2009
3230509,30-025-43035,6/13/2017
3231075,42-109-32928,1/9/2017
3434959,42-109-32941,8/26/2016
3472563,30-025-43129,10/19/2016
3491055,42-389-35181,11/14/2016
3495599,30-015-43720,2/12/2017
3700002,30-025-43219,10/23/2016
3700003,30-025-43220,11/20/2016
3700010,30-025-43239,2/12/2018
3701625,42-389-35256,7/14/2017
3758055,30-025-43309,10/24/2017
3758284,42-495-33727,11/10/2016
3823008,42-389-35307,1/7/2017
3824342,42-475-37116,11/23/2016
3838951,30-015-43880,10/24/2017
3869672,42-389-35370,4/12/2017
3872172,42-301-33009,8/6/2017
3873239,42-389-35417,3/8/2017
3873835,42-371-39435,5/27/2017
3875086,42-301-33073,9/4/2017
3903729,42-301-33100,7/18/2017
4133080,30-015-43956,10/4/2017
4134058,30-025-43478,8/24/2017
4134123,42-109-33025,3/25/2017
4136868,42-389-35555,9/13/2017
4153989,42-301-33142,5/21/2017
4154384,42-389-35590,6/9/2017
4172880,42-371-39478,12/28/2017
4173134,42-109-33039,8/11/2017
4173251,30-025-43542,4/17/2017
4173400,42-301-33170,10/13/2017
4173734,30-015-44045,9/5/2017
4174059,42-301-33128,5/9/2017
4351795,30-025-43590,8/3/2017
4366538,42-301-33165,5/23/2018
4368477,30-025-43653,9/2/2017
4369829,42-389-35731,8/27/2017
4369838,42-389-35768,1/31/2018
4369929,42-301-33255,1/30/2018
4370700,30-015-44096,5/27/2017
4370923,30-025-43676,11/1/2017
4371119,42-389-35798,1/26/2018
4371528,42-301-33278,12/22/2017
4373479,42-301-33292,9/23/2017
4373538,30-025-43716,12/1/2017
4373566,30-025-43720,9/13/2017
4373886,42-389-35835,7/29/2017
4421326,42-109-33106,12/17/2017
4421683,30-025-43805,2/16/2018
4422274,30-015-44190,11/16/2017
4640754,42-389-35721,12/27/2017
4643582,42-389-36054,9/28/2017
4644584,42-301-33452,12/1/2017
4646474,42-475-37278,11/25/2017
4646566,42-301-33489,11/4/2017
4647303,42-301-33509,12/1/2013
4656069,30-015-44369,3/26/2018
4656191,42-109-33157,4/19/2018
4657595,42-301-33601,2/2/2018
4657596,42-301-33603,2/14/2018
4661903,42-389-36288,3/13/2018
4662014,30-015-44418,1/21/2018
4672099,42-389-36377,1/26/2018
4674218,30-025-44115,2/19/2018
4674906,42-389-36434,6/26/2018
4675581,42-475-37356,5/9/2018
4676220,30-015-44521,2/9/2018
4676221,30-015-44523,2/9/2018
4679505,30-025-44181,3/22/2018
4680139,42-301-33745,3/1/2018
4680293,42-389-36566,4/23/2018
4680870,30-025-44214,4/4/2018
589847,42-109-32906,6/15/2018
623668,42-301-31827,10/26/2012
624184,42-301-32415,12/18/2014
625788,42-301-32423,1/15/2015
644921,42-389-32717,5/5/2011
746707,42-301-32206,10/25/2014
752336,42-495-33696,5/29/2016
1070081,30-015-42169,10/7/2017
1070737,30-015-43124,10/24/2016
3433740,30-015-43665,10/20/2017
3758060,30-025-43315,8/8/2018
4133673,42-301-33109,9/3/2017
4368049,42-301-33228,2/8/2018
4371121,42-475-37210,9/13/2018
4373077,42-109-33090,8/30/2017
4640950,42-371-39482,4/10/2017
4643669,42-109-33122,6/8/2018
4643797,42-495-33856,3/7/2018
4643838,42-109-33133,6/29/2018
4645997,30-015-44282,6/6/2018
4646576,42-389-36145,3/23/2018
4646816,42-495-33888,7/17/2018
4648115,42-301-33532,6/11/2018
4669071,42-389-36323,5/7/2018
4670917,42-109-33180,2/10/2018
4679477,30-015-44534,7/6/2018
4679677,42-389-36525,5/27/2018
4686627,42-495-34008,1/29/2018
4728149,30-025-44343,8/21/2018
4728156,30-025-44370,6/15/2018
4728341,42-389-36611,6/1/2018
4729372,42-495-34040,9/4/2018
4730694,30-015-44649,7/5/2018
4734376,30-015-44684,7/31/2018
4736886,42-475-37458,7/22/2018
4737079,42-301-33929,7/18/2018
4737324,30-025-44577,9/16/2018
4737426,42-389-36903,8/16/2018
4741362,42-389-36874,6/9/2018
4748705,42-301-33926,10/4/2018
4752933,42-475-37522,7/31/2018
4368076,30-015-44069,1/9/2018
4647133,30-015-44306,7/28/2018
4656522,30-015-44361,9/3/2018
4679410,42-475-30000,8/24/2017
5288329,30-015-44964,10/3/2018
505407,30-015-39729,7/31/2012
505802,30-015-40880,11/3/2014
506445,30-015-43162,9/5/2015
506816,30-025-40817,1/24/2013
506914,30-025-40898,4/15/2013
507209,30-025-42267,3/13/2015
508141,30-015-39753,1/18/2012
508982,30-015-42134,5/1/2014
509017,30-015-38507,1/16/2014
509215,30-015-43490,10/26/2017
509476,30-015-39893,1/31/2013
509749,30-025-40884,6/26/2013
509830,30-015-40572,12/7/2012
510076,30-015-37510,2/5/2013
510332,30-015-39835,2/22/2013
510484,30-015-40037,6/12/2012
510505,30-015-39163,3/5/2012
510509,30-015-39254,10/26/2013
510612,30-015-39458,3/7/2012
510708,30-015-40498,11/16/2013
510936,30-015-40109,8/8/2012
511039,30-015-39169,3/21/2012
511072,30-015-41008,1/15/2014
511154,30-015-40843,8/16/2013
511283,30-025-40414,5/17/2013
511754,30-025-41487,4/17/2014
511797,30-015-42543,2/28/2015
511808,30-015-41025,6/8/2013
512187,30-025-40346,9/16/2012
512265,30-015-40968,5/21/2013
512805,30-025-40383,5/11/2012
512815,30-025-40514,2/5/2014
512822,30-015-42376,8/9/2014
512858,30-025-41537,10/3/2014
512949,30-025-40872,3/23/2013
513075,30-025-40977,9/9/2013
513119,30-025-41829,12/11/2014
513462,30-025-40389,2/8/2015
513695,30-025-42935,4/18/2018
513842,30-025-41642,11/3/2014
514002,30-025-42289,6/7/2015
514393,30-025-42971,3/15/2016
520786,30-015-40693,4/6/2013
521524,30-025-40726,1/3/2013
522188,30-025-42274,6/13/2015
572094,42-109-32886,11/25/2015
577768,42-109-32607,11/12/2014
578221,42-109-32916,7/25/2017
580380,42-109-32586,4/21/2015
589795,42-109-32696,2/7/2015
589804,42-109-32754,1/14/2015
590309,42-109-32537,12/18/2013
590418,42-109-32677,9/7/2014
590430,42-109-32740,7/2/2015
590555,42-109-32826,6/30/2015
591799,42-109-32870,9/16/2017
604019,42-301-31669,7/6/2012
604145,42-301-31761,11/21/2013
604297,42-301-32081,8/1/2014
604438,42-301-32136,7/20/2014
610197,42-301-31697,7/23/2012
610735,42-301-32352,4/26/2015
610888,42-301-32472,1/1/2015
611070,42-301-32617,6/28/2016
611072,42-301-32623,4/20/2016
621289,42-389-33969,7/16/2014
621649,42-389-34288,10/26/2014
621655,42-389-34356,4/9/2015
621785,42-389-34490,6/24/2015
622040,42-389-34955,12/22/2015
622235,42-389-35064,2/11/2016
623805,42-301-31831,11/27/2012
623822,42-301-31945,3/21/2014
623924,42-301-32015,11/20/2013
623931,42-301-32048,6/28/2014
624105,42-301-31544,9/15/2010
624109,42-301-31606,10/20/2011
624265,42-301-32522,5/19/2015
624317,42-301-31953,1/19/2014
624708,42-301-31926,11/18/2013
624719,42-301-32022,12/15/2013
624844,42-301-32157,7/29/2014
625321,42-301-32317,2/9/2015
625973,42-301-32477,8/14/2015
625977,42-301-32513,9/24/2015
626004,42-301-32709,6/12/2016
631828,42-475-35887,3/5/2012
631910,42-475-36005,3/16/2013
635606,42-389-34278,3/28/2015
635609,42-389-34304,3/14/2015
636075,42-389-34865,8/26/2015
641635,42-371-39188,8/26/2014
642550,42-389-33939,12/26/2013
642686,42-389-34103,7/6/2014
642695,42-389-34159,5/25/2014
642886,42-389-34187,8/18/2014
643229,42-389-34846,10/20/2015
644633,42-389-33408,2/3/2013
645400,42-389-33784,12/22/2013
645515,42-389-34236,10/15/2014
645520,42-389-34283,1/4/2015
645565,42-389-33614,12/30/2013
645627,42-389-34407,1/31/2015
646105,42-389-34931,12/12/2015
646108,42-389-34959,12/2/2015
646175,42-389-34868,8/26/2015
646308,42-389-34795,10/14/2015
646428,42-389-35046,12/31/2015
646435,42-389-35104,2/18/2016
648779,42-371-39185,9/10/2014
648867,42-475-35886,12/29/2011
648882,42-475-35976,6/8/2012
649866,42-475-36852,1/19/2015
650276,42-475-37016,10/16/2015
650376,42-475-37044,6/16/2016
651746,42-389-33318,6/6/2014
653425,42-389-34553,1/24/2015
653438,42-389-34674,5/7/2015
655322,42-475-36101,7/20/2012
657969,42-475-35919,7/7/2012
659715,42-475-35925,9/3/2012
659833,42-475-36144,9/16/2012
660611,42-475-36481,9/12/2014
660808,42-475-36590,2/16/2014
665993,42-495-33544,7/13/2014
731116,30-015-39975,7/24/2013
731156,30-015-40499,1/26/2013
731175,30-015-40715,5/15/2013
731198,30-015-40954,4/26/2013
731249,30-015-41887,4/30/2014
731287,30-015-42488,10/8/2014
731480,30-025-42279,9/9/2015
749821,42-389-34899,1/9/2016
751471,42-475-35868,11/22/2011
752305,42-495-33396,3/28/2012
1066619,30-015-36427,12/21/2008
1066957,30-015-36774,1/24/2009
1067551,30-015-37423,6/9/2011
1067579,30-015-37451,2/28/2010
1067806,30-015-37701,2/23/2011
1068026,30-015-37931,9/22/2011
1068205,30-015-38116,8/2/2011
1068303,30-015-38221,8/2/2011
1068317,30-015-38237,4/1/2011
1068378,30-015-38301,2/15/2011
1068480,30-015-38415,2/17/2012
1068523,30-015-38465,7/8/2011
1068577,30-015-38532,7/28/2011
1068591,30-015-38557,7/6/2011
1068632,30-015-38610,9/15/2011
1068905,30-015-39227,10/15/2011
1070082,30-015-42170,7/21/2017
1070263,30-015-42479,10/30/2014
1070302,30-015-42545,11/22/2014
1070411,30-015-42709,12/15/2015
1070451,30-015-42765,12/16/2016
1070830,30-015-43222,6/27/2016
1103652,30-025-39702,7/19/2010
1104319,30-025-40632,5/15/2013
1104964,30-025-41991,3/19/2017
1105074,30-025-42147,2/19/2016
1105176,30-025-42263,12/22/2016
1105349,30-025-42505,1/4/2016
1105455,30-025-42619,2/3/2016
1105530,30-025-42699,10/26/2016
1105602,30-025-42774,11/28/2015
1105641,30-025-42814,5/1/2017
1105691,30-025-42864,11/25/2017
2762599,42-301-31552,12/1/2010
2867569,42-389-32457,6/8/2007
2950658,42-389-32464,12/26/2007
3054138,42-475-35603,11/8/2010
3080286,42-495-33363,5/19/2011
3115232,42-495-33354,1/18/2011
3229716,30-025-43009,8/21/2016
3230158,42-389-35126,11/7/2016
3232172,42-389-35158,5/23/2016
3495123,42-389-35195,9/26/2016
3495490,42-301-32890,10/25/2016
3555440,42-475-37091,10/4/2017
3699404,42-389-35216,8/25/2016
3700904,42-389-35241,12/13/2017
3700905,42-389-35243,4/5/2017
3700982,42-389-35246,4/13/2017
3757954,42-371-39403,5/7/2017
3758109,42-301-32947,1/17/2017
3758272,42-389-35280,8/18/2016
3763015,42-109-32962,10/27/2016
3838730,42-301-32957,9/14/2016
3839300,42-389-35320,2/11/2017
3869038,42-475-37119,11/27/2016
3869053,42-389-35342,5/3/2017
3869676,42-475-37130,2/11/2017
3872280,42-301-33013,4/6/2017
3872376,30-025-43424,11/22/2016
3874405,42-301-33041,3/7/2017
3875073,42-301-33058,8/30/2017
3875081,42-301-33068,9/12/2017
3902820,42-495-33759,2/21/2017
4134060,30-025-43480,8/23/2017
4136702,42-371-39466,5/2/2017
4153985,42-301-33138,5/8/2017
4173006,42-389-35598,9/11/2017
4173019,30-015-44024,12/5/2017
4173215,42-389-35622,11/9/2017
4173991,42-389-35643,6/24/2017
4303274,30-025-43563,9/8/2017
4351549,30-025-43585,8/9/2017
4366917,30-025-43607,12/16/2017
4368047,42-301-33226,1/18/2018
4371035,42-389-35789,5/16/2018
4371139,42-389-35796,1/25/2018
4371522,42-301-33272,12/29/2017
4373098,42-301-33287,10/8/2017
4373930,42-389-35840,8/1/2017
4415772,42-301-33309,10/14/2017
4418978,42-475-37229,10/29/2017
4419400,42-301-33295,3/31/2018
4419641,30-025-43758,4/17/2018
4420037,42-109-33096,9/12/2017
4420087,42-301-33222,1/15/2018
4420692,30-025-43773,11/10/2017
4421103,42-389-35962,11/14/2017
4421273,30-015-44162,9/24/2017
4421610,42-371-39552,8/31/2017
4421851,42-389-35964,12/8/2017
4422567,42-389-36014,10/31/2017
4640909,42-301-33159,7/25/2017
4641842,42-389-36023,10/22/2017
4643424,42-389-36048,11/28/2017
4643687,42-389-36061,5/5/2018
4644911,42-389-36105,11/21/2017
4645019,30-025-43883,12/16/2017
4646132,42-475-37261,1/21/2018
4646577,42-389-36146,12/18/2017
4646707,42-475-37270,11/13/2017
4647351,42-389-36185,2/14/2018
4647424,30-015-44324,5/13/2018
4656829,30-025-43924,5/2/2018
4657611,42-301-33604,11/3/2017
4669091,42-495-33917,12/26/2017
4671944,42-389-36364,3/1/2017
4673159,30-015-44444,3/14/2018
4673300,30-025-44074,3/26/2018
4674199,30-015-44478,4/1/2018
4674688,42-475-37334,4/3/2018
4675230,30-015-44507,3/23/2018
4675411,42-389-36449,2/10/2018
4679252,42-389-36514,3/29/2018
4679296,42-495-33966,4/2/2018
4679343,42-389-36493,7/16/2018
4682533,42-389-36542,4/4/2018
4682779,30-025-44280,4/30/2018
4730032,42-301-33852,5/31/2018
589685,42-109-32518,3/25/2013
741637,42-109-32832,5/18/2015
746704,42-301-32179,7/13/2014
749764,42-389-34405,12/26/2014
3196239,42-371-37183,4/26/2003
3758107,42-301-32944,4/28/2018
4154229,42-301-33148,6/22/2018
4373427,42-389-35820,6/27/2018
4418928,42-243-30108,11/4/2017
4419645,30-025-43762,7/19/2018
4419646,30-025-43763,7/31/2018
4422122,42-389-35999,5/25/2018
4640976,42-389-35637,5/17/2018
4643668,42-109-33120,6/8/2018
4643776,42-301-33435,11/16/2017
4643963,30-025-43867,7/25/2018
4644002,42-301-33445,11/16/2017
4644377,42-301-33462,9/13/2018
4645112,42-301-33482,2/26/2018
4647021,42-389-36170,2/27/2018
4647306,42-301-33512,9/23/2018
4648019,42-495-33894,3/1/2018
4661911,42-389-36305,2/17/2018
4668987,42-109-33175,7/2/2018
4671063,42-389-36333,8/13/2018
4671259,42-389-36344,9/4/2018
4671564,42-475-37301,6/22/2018
4673166,30-025-44021,9/19/2018
4673473,42-389-36390,5/7/2018
4674715,42-301-33694,5/27/2018
4674848,42-389-36467,6/24/2018
4675575,42-389-36494,7/1/2018
4680160,42-389-36535,6/29/2018
4682111,42-389-36602,8/19/2018
4682122,42-301-33758,4/5/2018
4686140,42-389-36640,8/12/2018
4686874,42-389-36674,4/3/2018
4726255,42-389-36692,6/5/2018
4726268,42-301-33829,8/10/2018
4726303,30-025-44351,7/4/2018
4728150,30-025-44344,8/21/2018
4729147,42-301-33847,6/1/2018
4730214,30-025-44407,6/7/2018
4734171,30-025-44473,9/28/2018
4734811,30-015-44714,6/19/2018
4736653,30-025-44537,8/14/2018
4747587,42-475-37503,8/28/2018
4752795,42-301-33967,8/7/2018
4752796,42-301-33968,8/7/2018
4752831,30-025-44675,9/10/2018
4894138,42-389-37056,9/22/2018
4894998,42-389-37088,9/21/2018
5269358,42-109-33324,9/9/2018
5288411,30-025-44733,8/30/2018
508810,30-015-41556,12/17/2013
4370702,30-015-44098,4/21/2018
1070434,30-015-42742,1/24/2017
3758385,30-025-43321,8/17/2017
505317,30-015-39425,10/7/2014
505408,30-015-39735,7/6/2012
505617,30-015-40245,9/11/2012
506917,30-025-40942,1/15/2014
506920,30-025-40955,6/28/2014
507942,30-015-39112,4/7/2012
507949,30-015-39365,5/12/2012
508683,30-015-41246,9/26/2013
509510,30-025-40211,9/20/2014
510255,30-025-42211,1/23/2015
510423,30-015-41428,9/5/2013
510694,30-015-40369,8/1/2013
510707,30-015-40497,2/2/2013
510725,30-015-39793,1/28/2014
510864,30-015-42484,3/5/2015
511145,30-015-40753,4/5/2013
511342,30-015-40105,10/10/2012
511459,30-015-40402,11/26/2012
511498,30-025-40856,11/13/2014
511502,30-025-40914,6/29/2013
511566,30-015-41792,9/13/2014
511810,30-015-41046,10/9/2014
511815,30-015-41117,3/19/2014
512397,30-015-42520,6/27/2015
512462,30-025-40868,2/1/2013
512802,30-025-40327,1/23/2014
513117,30-025-41806,11/28/2014
513225,30-025-41193,7/8/2014
513228,30-025-41263,3/18/2015
513271,30-025-42085,1/21/2015
513362,30-025-41521,2/17/2014
513453,30-025-40281,1/16/2012
513464,30-025-40421,11/11/2013
513850,30-025-41816,3/14/2015
514001,30-025-42173,2/1/2015
521531,30-025-40858,3/12/2015
521743,30-025-40935,8/13/2013
521752,30-025-41054,4/4/2014
521753,30-025-41060,9/28/2013
521892,30-025-41350,1/24/2014
522065,30-025-41520,9/27/2014
522172,30-025-41787,1/17/2015
577779,42-109-32694,3/24/2015
578215,42-109-32864,12/21/2015
589831,42-109-32808,11/24/2015
590308,42-109-32531,8/9/2013
590315,42-109-32605,3/17/2014
590559,42-109-32836,12/29/2016
591660,42-109-32641,4/3/2014
591661,42-109-32663,7/14/2014
604156,42-301-31840,2/15/2013
604287,42-301-32036,7/14/2014
604299,42-301-32089,5/9/2014
604451,42-301-32217,8/26/2015
604667,42-301-32328,4/19/2015
611071,42-301-32619,5/2/2016
611075,42-301-32630,10/2/2015
618662,42-371-39073,11/11/2013
624228,42-301-31849,3/5/2013
624237,42-301-31901,9/21/2013
624276,42-301-32588,9/18/2015
624424,42-301-32207,2/25/2015
624490,42-301-31839,11/19/2012
624695,42-301-32593,9/15/2016
624700,42-301-31858,4/2/2013
624852,42-301-32224,11/9/2014
625324,42-301-32345,5/26/2015
625666,42-301-31824,10/23/2012
625708,42-301-32789,9/8/2016
625890,42-301-32201,9/19/2014
625901,42-301-32267,5/17/2015
625960,42-301-32382,4/20/2015
626006,42-301-32731,3/16/2016
626130,42-301-32621,9/4/2015
632183,42-475-36442,8/7/2013
635101,42-389-33503,7/1/2015
635237,42-389-33728,11/20/2013
636069,42-389-34807,10/28/2015
636268,42-389-35110,5/10/2016
641404,42-371-39302,10/1/2015
642397,42-389-33769,12/2/2013
642404,42-371-38592,6/1/2010
643025,42-389-34429,12/28/2014
643219,42-389-34805,7/8/2015
644578,42-389-32765,10/4/2011
644835,42-389-33228,6/12/2012
645160,42-389-34003,9/8/2014
645512,42-389-34222,1/1/2014
645592,42-389-33978,4/23/2014
645753,42-389-34663,4/7/2015
645776,42-389-34052,7/29/2014
645874,42-389-34090,4/9/2014
645895,42-389-34475,12/31/2014
646032,42-389-34669,4/10/2016
646079,42-389-34500,5/23/2015
646211,42-389-34769,12/9/2015
646319,42-389-34914,9/24/2015
646429,42-389-35067,3/4/2016
646436,42-389-35111,4/27/2016
648791,42-371-39310,9/21/2015
651118,42-389-32734,4/10/2011
653221,42-389-34204,10/9/2014
653226,42-389-34266,11/4/2014
653422,42-389-34528,4/12/2015
653699,42-389-34985,12/9/2015
653709,42-389-35089,5/28/2016
655235,42-475-35978,10/1/2012
655561,42-475-36568,3/20/2014
655742,42-475-36879,4/3/2015
658187,42-475-36371,7/30/2013
658566,42-475-37043,6/16/2016
660244,42-475-35891,3/8/2013
674079,42-475-36039,11/4/2012
731312,30-015-43494,8/12/2016
731391,30-025-40773,12/22/2012
731443,30-025-41574,12/17/2014
731459,30-025-41834,9/2/2014
741606,42-109-32516,4/24/2013
746777,42-301-32761,3/1/2016
746780,42-301-32780,4/22/2017
749657,42-389-33485,12/21/2012
749758,42-389-34374,11/17/2014
749812,42-389-34794,7/17/2015
749840,42-389-35075,2/18/2016
751553,42-475-36515,10/16/2013
751566,42-475-36610,5/23/2014
751595,42-475-36855,2/7/2015
1067118,30-015-36950,5/31/2009
1067203,30-015-37046,7/25/2009
1067314,30-015-37167,9/15/2010
1067407,30-015-37265,9/24/2010
1067413,30-015-37271,1/14/2010
1067903,30-015-37800,10/26/2010
1068032,30-015-37937,1/21/2011
1068157,30-015-38063,5/17/2011
1068486,30-015-38421,10/13/2011
1068536,30-015-38482,7/1/2011
1068623,30-015-38600,7/29/2011
1068670,30-015-38657,10/19/2011
1068758,30-015-39038,9/19/2011
1068837,30-015-39138,9/2/2011
1069596,30-015-41033,5/9/2014
1069869,30-015-41739,11/7/2017
1070091,30-015-42180,1/30/2017
1070343,30-015-42607,1/5/2018
1070463,30-015-42778,6/4/2016
1070692,30-015-43077,8/24/2017
1070760,30-015-43148,3/19/2016
1070907,30-015-43306,6/6/2016
1102997,30-025-39026,10/23/2008
1103718,30-025-39768,1/5/2011
1103845,30-025-39901,2/26/2011
1103973,30-025-40041,8/27/2011
1104264,30-025-40472,1/25/2014
1104671,30-025-41452,12/20/2015
1104698,30-025-41516,3/11/2015
1104984,30-025-42027,6/28/2017
1105028,30-025-42093,9/1/2016
1105056,30-025-42125,1/17/2015
1105475,30-025-42639,4/5/2016
1105492,30-025-42661,4/15/2016
1105654,30-025-42827,3/22/2016
1105669,30-025-42842,2/1/2016
2755958,42-301-32304,10/12/2016
2802034,42-301-32651,11/15/2015
2852320,42-371-37321,12/27/2004
2865130,42-389-32371,4/29/2006
2867576,42-389-32505,7/20/2008
2867684,42-389-33003,5/17/2012
2886120,42-389-32496,11/2/2008
2920160,42-389-32552,11/11/2008
2953855,42-389-31041,5/15/2006
3009617,42-475-35525,5/3/2010
3009620,42-475-35548,6/25/2010
3216341,42-475-35418,11/1/2008
3230617,42-371-39385,10/1/2016
3232747,30-015-43645,4/9/2017
3232882,42-371-39389,8/5/2016
3232889,42-389-35167,8/25/2016
3241370,42-301-32851,7/6/2016
3491044,42-371-39391,8/7/2016
3495031,30-015-43706,10/13/2016
3495489,42-301-32889,2/3/2017
3555635,42-389-35204,12/12/2016
3698561,30-025-43186,1/20/2018
3699177,30-015-43741,3/24/2017
3700008,30-025-43237,2/11/2018
3702071,42-389-35265,12/12/2016
3758105,42-301-32942,2/1/2017
3758372,30-015-43828,5/6/2017
3758587,42-301-32955,11/13/2017
3759944,42-301-32961,3/31/2017
3822987,42-301-32965,7/13/2017
3838734,42-389-35295,12/17/2017
3869169,42-389-35344,1/5/2017
3869203,42-389-35349,2/2/2017
3873241,42-389-35419,3/8/2017
3873745,42-109-32990,1/19/2017
3873841,42-389-35426,3/10/2017
3899748,42-389-35483,12/6/2017
4134027,42-109-33022,3/8/2017
4136489,30-015-43984,4/8/2017
4173000,42-389-35599,9/21/2017
4173017,42-389-35625,6/19/2017
4173243,42-389-35627,4/27/2018
4173459,42-389-35580,10/16/2017
4173885,30-015-44052,5/28/2017
4351638,42-109-33067,3/15/2018
4368464,30-025-43640,9/28/2017
4369814,42-301-33240,1/22/2018
4370832,42-301-33259,9/1/2017
4371033,42-389-35786,6/30/2017
4373573,30-025-43718,9/13/2017
4415774,42-389-35845,12/21/2017
4415986,42-389-35870,9/12/2017
4419499,42-475-37230,8/1/2017
4419587,42-389-35600,4/7/2017
4419637,30-015-44142,12/22/2017
4420852,42-475-37237,9/23/2017
4421157,42-389-35939,12/19/2017
4421662,30-025-43807,2/25/2018
4422236,30-015-44197,9/19/2017
4422260,30-025-43829,2/2/2018
4640822,42-301-33202,2/27/2018
4640912,42-301-33180,8/1/2017
4645108,42-301-33477,11/13/2017
4646198,42-475-37275,1/14/2018
4646708,42-475-37274,1/17/2018
4646756,42-389-36155,2/1/2018
4647144,30-015-44317,2/14/2018
4656332,42-389-36256,2/8/2018
4656421,30-025-43917,10/25/2017
4657775,30-025-43929,12/23/2017
4668100,42-389-36309,3/2/2018
4669068,42-389-36320,2/25/2018
4669360,30-015-44421,12/12/2017
4673203,30-025-44025,2/22/2018
4673508,42-389-36395,3/26/2018
4674219,30-025-44116,2/18/2018
4679499,30-025-44175,2/28/2018
4680255,42-495-33990,4/2/2018
4681064,42-389-36591,2/18/2018
4686299,42-389-36650,5/28/2018
520863,30-015-41182,4/7/2014
610593,42-301-32127,9/9/2014
646315,42-389-34876,10/6/2015
3051126,42-475-30958,3/18/1977
3198472,42-389-32132,7/23/1997
3495529,42-475-37092,2/13/2018
3700011,30-025-43240,7/19/2017
3700144,42-389-35210,3/19/2018
3700390,30-025-43267,9/14/2018
4421144,42-301-33357,8/11/2018
4643866,42-301-33442,6/5/2018
4646063,42-389-36125,3/25/2018
4646814,42-495-33886,7/17/2018
4646863,30-015-44292,11/23/2017
4656234,42-389-36250,6/4/2018
4668191,42-389-36317,4/26/2018
4669157,42-301-33634,8/23/2018
4670952,42-389-36329,5/7/2018
4679953,30-025-44192,8/16/2018
4680029,30-015-44549,8/24/2018
4680274,42-389-36547,6/8/2018
4680476,30-025-44212,10/15/2018
4681042,42-389-36588,6/30/2018
4682071,30-015-44577,8/7/2018
4682522,42-389-36620,5/15/2018
4694935,42-495-34024,6/27/2018
4726262,42-389-36703,6/6/2018
4728541,42-389-36722,9/16/2018
4729739,42-109-33283,6/5/2018
4730762,42-301-33860,7/31/2018
4736527,42-389-36866,7/16/2018
4736652,30-025-44536,8/14/2018
4736848,42-389-36868,8/1/2018
4737181,42-389-36875,7/23/2018
4747784,42-301-33952,8/30/2018
4752916,42-389-37010,9/14/2018
5282207,42-389-37170,9/3/2018
521459,30-025-40365,3/25/2012
4679482,30-015-44539,7/18/2018
4730710,30-015-44665,7/26/2018
4734628,30-025-44496,6/30/2018
505422,30-015-39858,7/18/2014
505423,30-015-39861,9/21/2012
505810,30-015-40951,5/28/2013
506057,30-015-41322,9/12/2013
506163,30-015-41431,8/30/2013
506168,30-015-41548,4/30/2014
506436,30-015-42707,2/10/2015
506715,30-025-40408,3/25/2013
506930,30-025-41114,12/31/2013
507025,30-025-41184,11/17/2013
507223,30-025-42969,3/2/2016
507835,30-015-38460,4/22/2014
507934,30-015-38611,3/5/2012
508795,30-015-41380,4/29/2014
509768,30-025-41131,10/11/2013
509835,30-015-40606,2/11/2014
509948,30-025-41341,3/19/2014
